glottocode,name,isocodes,level,macroarea,latitude,longitude
gimm1241,Gimme,kmp,language,Africa,8.58084,12.6658
gimn1238,Gimnime,gmn,language,Africa,8.58129,12.7869
guim1240,Gimri Kan,,dialect,Africa,,
gims1238,Gimsbok Nama,,dialect,Africa,,
gina1240,Gina–Assuan,,dialect,Africa,,
gina1239,Ginaourou,,dialect,Africa,,
gind1234,Gindoo,,dialect,Africa,,
ging1241,Gingwak,jgk,dialect,Africa,,
giny1242,Ginyamunyinganyi,,dialect,Africa,,
giny1241,Ginyanga,ayg,language,Africa,8.2327,0.98348
gira1246,Girango,,dialect,Africa,,
girg1242,Girga,,dialect,Africa,,
girg1241,Girga (Assangori),,dialect,Africa,,
giri1245,Girirra,gii,language,Africa,5.76,42.17
girw1238,Girwana,,dialect,Africa,,
giry1241,Giryama,nyf,language,Africa,-3.30638,39.6648
gisa1238,Gisamjanga,,dialect,Africa,,
gise1241,Giseda,,dialect,Africa,,
gise1242,Gisème,,dialect,Africa,,
gito1238,Gitonga,toh,language,Africa,-23.7964,35.1577
gito1239,Gitonga Gy Khogani,,dialect,Africa,,
giza1238,Gizay,,dialect,Africa,,
gize1234,Gizey,,language,Africa,10.023278,15.269103
glar1242,Glaro,,dialect,Africa,,
glar1241,Glaro-Twabo,glr,language,Africa,5.23264,-7.50317
glav1244,Glavda,glw,language,Africa,11.1334,13.8652
glaw1238,Glawlo,,dialect,Africa,,
gleb1238,Glebo,,dialect,Africa,,
glib1238,Glibe,,dialect,Africa,,
glij1238,Gliji,,dialect,Africa,,
glio1241,Glio-Oubi,oub,language,Africa,5.39966,-7.50585
glob1238,Globo,,dialect,Africa,,
gnoo1238,Gnoore,,dialect,Africa,,
dzuo1238,Gobabis-Tsumkwe Juǀ’hoan,,dialect,Africa,,
goba1245,Gobato,,dialect,Africa,,
gobe1239,Gobeze,,dialect,Africa,,
gobi1238,Gobirawa,,dialect,Africa,,
gobu1238,Gobu,gox,language,Africa,5.01201,20.0194
godi1239,Godié,god,language,Africa,5.3944,-5.82696
goem1240,Goemai,ank,language,Africa,8.74455,9.72453
gofa1235,Gofa,gof,language,Africa,6.57645,37.05
gogo1263,Gogo,gog,language,Africa,-6.35951,35.4807
gojj1234,Gojjam Amharic,,dialect,Africa,,
gokk1238,Gok,,dialect,Africa,,
goka1239,Gokana,gkn,language,Africa,4.61889,7.34457
goll1238,Gol,,dialect,Africa,,
gola1255,Gola,gol,language,Africa,7.06193,-10.8138
gola1256,Gôla (Nigeria),,dialect,Africa,,
goll1242,Gollango,,dialect,Africa,,
golo1234,Golo,,language,Africa,7.75,26.85
gomb1248,Gombe,,dialect,Africa,,
gomb1249,Gombe (Sena),,dialect,Africa,,
gomb1250,Gombo,,dialect,Africa,,
gomb1251,Gomboro,,dialect,Africa,,
gond1266,Gondar Amharic,,dialect,Africa,,
gong1240,Gonge,,dialect,Africa,,
gong1252,Gongla,,dialect,Africa,,
gong1254,Gongon Lobi,,dialect,Africa,,
gonj1241,Gonja,gjn,language,Africa,8.48801,-0.72757
gono1238,Gono,,dialect,Africa,,
gooa1234,Goo,gov,language,Africa,7.580998,-7.562563
goom1239,Goom,,dialect,Africa,,
gorr1238,Gor,gqr,language,Africa,8.0841,17.0713
gorb1238,Gorbo,,dialect,Africa,,
gori1239,Gori,,dialect,Africa,,
orlo1238,Goro-Golo,,dialect,Africa,,
goro1256,Gorongosa,,dialect,Africa,,
goro1271,Gorose,,dialect,Africa,,
goro1270,Gorowa,gow,language,Africa,-4.23575,35.7996
goua1238,Gouande,,dialect,Africa,,
goui1239,Gouindougouba,,dialect,Africa,,
goul1238,Goula,,dialect,Africa,,
goul1242,Goulfey,,dialect,Africa,,
goun1238,Goundo,goy,language,Africa,9.46683,16.255
gour1247,Gourara,,dialect,Africa,,
gour1243,Gourmanchéma,gux,language,Africa,11.6711,1.28489
gour1242,Gourmantche,,dialect,Africa,,
gova1253,Gova,,dialect,Africa,,
gove1240,Govera,,dialect,Africa,,
govo1238,Govoro,,dialect,Africa,,
nucl1449,Goy,,dialect,Africa,,
kxau1241,Groot Laagte =/Kx'au//'ein,aue,dialect,Africa,-21.0554,21.1793
guaa1238,Gua,gwx,language,Africa,6.52106,0.16932
guan1277,Guanche,gnc,language,Africa,28.0,-15.5
guba1245,Guba,,dialect,Africa,,
guba1248,Gubaare,,dialect,Africa,,
guba1244,Guba (Ethiopia),,dialect,Africa,,
gube1234,Gubeeher-Gufangor-Gubelor,,language,Africa,12.526764,-16.352752
gubi1238,Gubi,,dialect,Africa,,
gude1246,Gude,gde,language,Africa,10.2138,13.403
gude1239,Gudeni,,dialect,Africa,,
gudi1238,Gudi,,dialect,Africa,,
gudu1250,Gudu,gdu,language,Africa,10.1206,12.5359
gudu1252,Guduf-Gava,gdf,language,Africa,11.1057,13.7893
gudu1251,Gudur,,dialect,Africa,,
guel1234,Guelaya,,dialect,Africa,,
gugi1238,Gugiko,,dialect,Africa,,
guib1247,Guiberoua,,dialect,Africa,,
guib1246,Guiberoua Béte,bet,language,Africa,6.13837,-6.51291
guin1260,Guinea-Bissau Sign Language,lgs,language,Africa,11.859297,-15.591553
guin1254,Guinea Kpelle,gkp,language,Africa,7.93196,-8.98843
guin1261,Guinean Gizima,,dialect,Africa,,
guin1250,Guinean Sign Language,gus,language,Africa,9.553,-13.674
guja1254,Gujaaxet,,dialect,Africa,,
guji1239,Guji,,dialect,Africa,,
gula1266,Gula (Central African Republic),kcm,language,Africa,9.49092,23.3805
gula1269,Gula (Chad),glu,language,Africa,10.3049,19.2182
gula1265,Gula Iro,glj,language,Africa,10.267,19.5359
gula1275,Gulak,,dialect,Africa,,
gula1268,Gulay,gvl,language,Africa,9.06629,17.3151
gule1241,Gule,gly,language,Africa,11.8336,33.6929
guma1259,Gumay,,dialect,Africa,,
gume1239,Gumer,,dialect,Africa,,
gunn1250,Gun,guw,language,Africa,6.48529,2.76767
gund1247,Gundi,gdi,language,Africa,3.68861,17.30096
gung1250,Gungu,rub,language,Africa,2.06754,31.4819
guny1242,Gunyamoolo,,dialect,Africa,,
gupa1248,Gupa,gpa,language,Africa,8.21291,6.69128
gura1253,Gura,,dialect,Africa,,
gura1260,Gura (Semitic),,dialect,Africa,,
gurm1246,Gurmana,gvm,language,Africa,10.1487,6.79456
guro1248,Guro,goa,language,Africa,7.34954,-6.31154
guru1264,Guru,,dialect,Africa,,
guru1263,Guruka,,dialect,Africa,,
guru1265,Guru (Mali),,dialect,Africa,,
guru1262,Gurune,,dialect,Africa,,
guru1271,Guruntum-Mbaaru,grd,language,Africa,9.87332,10.162
guse1238,Guse,,dialect,Africa,,
gusi1247,Gusii,guz,language,Africa,-0.78872,34.76751
gusi1246,Gusilay,gsl,language,Africa,12.7761,-16.5026
gusu1242,Gusu,,dialect,Africa,,
gusu1241,Gusubou,,dialect,Africa,,
guta1238,Guta,,dialect,Africa,,
guvh1238,Guvhu,,dialect,Africa,,
gvok1239,Gvoko,ngs,language,Africa,10.9918,13.7537
gwaa1239,Gwa,gwb,dialect,Africa,10.3069,9.11434
gwaa1240,Gwaan Dan,,dialect,Africa,,
kwam1249,Gwama,kmq,language,Africa,9.50836,34.2457
gwam1246,Gwamba,,dialect,Africa,,
gwam1245,Gwamhi,,dialect,Africa,,
gwam1244,Gwamhi-Wuri,bga,language,Africa,11.8081,5.07897
gwan1242,Gwana,,dialect,Africa,,
gwan1268,Gwandara,gwn,language,Africa,9.20464,7.49931
gwan1271,Gwandara Eastern,,dialect,Africa,,
gwan1272,Gwandara Gitata,,dialect,Africa,,
gwan1270,Gwandara Karashi,,dialect,Africa,,
gwan1273,Gwandara Koro,,dialect,Africa,,
gwan1269,Gwandara Southern,,dialect,Africa,,
gwan1267,Gwanje,,dialect,Africa,,
gwan1243,Gwano,,dialect,Africa,,
gwar1240,Gwara,,language,Africa,9.49,7.88
gwar1244,Gwara (Marghi),,dialect,Africa,,
gwee1241,Gwe,,dialect,Africa,,
gwee1242,Gweetaawu,,dialect,Africa,,
gwen1239,Gweno,gwe,language,Africa,-3.68407,37.6827
gweo1238,Gwéò,,dialect,Africa,,
gwer1238,Gwere,gwr,language,Africa,1.11392,33.8227
gwii1239,/Gwi,gwj,language,Africa,-22.2708,21.9431
gwor1239,Gworam,,dialect,Africa,,
gwoz1239,Gwoza,,dialect,Africa,,
nucl1692,Gyaazi,gyz,language,Africa,10.34776,9.64965
gyak1238,Gyakan,,dialect,Africa,,
gyam1234,Gyam,,dialect,Africa,,
gyel1242,Gyele,gyi,language,Africa,2.47457,10.2493
gyel1241,Gyel-Kuru-Vwang,,dialect,Africa,,
gyem1238,Gyem,gye,language,Africa,10.4109,9.23923
gyet1241,Gyeta,,dialect,Africa,,
gyog1238,Gyogo,,dialect,Africa,,
gysi1234,Gysiqua,,dialect,Africa,,
gaba1234,Gǁabak’e,,dialect,Africa,,
nucl1373,Gәna,,dialect,Africa,,
haaa1252,Ha,haq,language,Africa,-3.77873,30.4894
qabe1238,/=Haba,,dialect,Africa,,
haba1239,Habab Tigre,,dialect,Africa,,
hach1240,Hacha,,dialect,Africa,,
hada1239,Hadareb,,dialect,Africa,,
hade1247,Hadejiya,,dialect,Africa,,
hade1248,Hadendoa,,dialect,Africa,,
hadi1240,Hadiyya,hdy,language,Africa,7.57377,37.7577
hady1238,Hadyo,,dialect,Africa,,
hadz1240,Hadza,hts,language,Africa,-3.83115,35.0458
haii1241,Hai,,dialect,Africa,,
hain1253,Hainyaxo Bozo,bzx,language,Africa,13.8734,-5.65085
haio1238,Hai//om-Akhoe,hgm,language,Africa,-19.7637,17.0299
haii1242,Hai (Tanzania),,dialect,Africa,,
hain1254,Hai||um,,dialect,Africa,,
hama1241,Ham,,language,Africa,9.951721,15.590037
hamb1245,Hamba de Lomela,hba,language,Africa,-2.49047,24.2299
hamb1246,Hamba (Haya),,dialect,Africa,,
hamb1239,Hamba NW of Nachingwea south of Mbemkuru River,,language,Africa,,
hame1242,Hamer-Banna,amf,language,Africa,5.06515,36.5176
hand1239,Handa,,dialect,Africa,,
hand1240,Handa (Nkhumbi),,dialect,Africa,,
hang1258,Hanga,hag,language,Africa,9.33929,-1.57833
hang1261,Hanga (Democratic Republic of Congo),,dialect,Africa,,
ghaa1238,Hangala,,dialect,Africa,,
hang1260,Hangaza,han,language,Africa,-2.52347,30.7074
hang1259,Hangiro,,dialect,Africa,,
hara1271,Harari,har,language,Africa,9.30485,42.1332
hara1259,Harava,,dialect,Africa,,
hara1258,Haraza,,language,Africa,15.083,30.417
hars1238,Harso,,dialect,Africa,,
hasa1247,Hasab,,dialect,Africa,,
hasa1248,Hasala,,dialect,Africa,,
hash1238,Hasha,ybj,language,Africa,9.14063,8.66137
hass1238,Hassaniyya,mey,language,Africa,18.29,-14.11
haub1238,Haubi,,dialect,Africa,,
haur1242,Haura,,dialect,Africa,,
haus1257,Hausa,hau,language,Africa,11.1513,8.7804
haus1246,Hausa Sign Language,hsl,language,Africa,8.486,7.168
nige1253,Hausa States Fulfulde,fuv,language,Africa,10.9972,11.1188
haut1247,Haut-Atlas,,dialect,Africa,,
havu1238,Havu,hav,language,Africa,-1.99975,28.8624
haya1250,Haya,hay,language,Africa,-1.70878,31.4846
hdii1240,Hdi,xed,language,Africa,10.942,13.6881
hedk1239,Hedkala,,dialect,Africa,,
hehe1240,Hehe,heh,language,Africa,-7.71572,35.7255
hele1239,Hele,,dialect,Africa,,
hema1238,Hema,nix,language,Africa,1.04953,30.0872
hemb1242,Hemba-Yazi,hem,language,Africa,-7.77459,27.5913
hemb1243,Hembeh,,dialect,Africa,,
herd1236,Herde,hed,language,Africa,9.14343,14.9267
here1251,Here,,dialect,Africa,,
here1253,Herero,her,language,Africa,-21.0231,20.5655
hewe1238,Hewe,,dialect,Africa,,
high1291,Highland Gwama,,dialect,Africa,,
higi1240,Higir,,dialect,Africa,,
hiju1238,Hijuk,hij,language,Africa,4.39641,10.9081
hill1255,Hill Angas,,dialect,Africa,,
hima1248,Hima,,dialect,Africa,,
hing1234,Hinga,,dialect,Africa,,
hlav1238,Hlave,,dialect,Africa,,
hlen1238,Hlengwe,,dialect,Africa,,
hlub1242,Hlubi,,dialect,Africa,,
hogg1238,Hoggar,,dialect,Africa,,
hooo1250,Ho (Ghana),,dialect,Africa,,
holm1250,Holma,hod,language,Africa,9.96843,13.19949
holo1240,Holoholo,hoo,language,Africa,-5.37545,28.3274
holu1245,Holu,hol,language,Africa,-8.14754,17.572
homa1239,Homa,hom,language,Africa,4.97912,28.0039
homb1238,Hombo,,dialect,Africa,,
homb1239,Hombori,,dialect,Africa,,
home1245,Home,,dialect,Africa,,
hone1235,Hõne,juh,language,Africa,9.79715,10.9206
honp1238,Honpo,,dialect,Africa,,
hood1240,Hoode,,dialect,Africa,,
horo1247,Horo,hor,language,Africa,9.239,18.378
horo1245,Horom,hoe,language,Africa,9.05742,8.98482
horo1246,Hororo,,dialect,Africa,,
hosa1234,Hosaena Ethiopian Sign Language,,dialect,Africa,,
hott1234,Hottentot Dutch,,language,Africa,,
houl1238,Houlouf,,dialect,Africa,,
hozo1236,Hozo,hoz,language,Africa,9.38875,34.60448
huba1236,Huba,hbb,language,Africa,10.3544,13.139
hulu1244,Huluf,,dialect,Africa,,
humb1241,Humbe,,dialect,Africa,,
humb1242,Humbu,,dialect,Africa,,
humb1243,Humburi Senni Songhay,hmb,language,Africa,15.2948,-1.69301
hund1239,Hunde,hke,language,Africa,-1.46762,28.9308
hung1278,Hungan,hum,language,Africa,-3.69695,18.4312
hung1286,Hungan Kipuka,,dialect,Africa,,
hung1283,Hungan Kwango,,dialect,Africa,,
hung1284,Hungan Kwenge,,dialect,Africa,,
hung1285,Hungan Vanga,,dialect,Africa,,
hung1282,Hungu,,dialect,Africa,,
hung1280,Hungu-Pombo,hng,language,Africa,-9.164628,18.192062
hung1277,Hungwe,,dialect,Africa,,
hung1276,Hungworo,nat,language,Africa,10.3243,6.3024
huns1239,Hun-Saare,dud,language,Africa,10.7898,5.07312
huru1238,Hurutshe,,dialect,Africa,,
hurz1243,Hurzo,,dialect,Africa,,
hutu1238,Hutu,,dialect,Africa,,
hwal1242,Hwalem,,dialect,Africa,,
hwan1240,Hwana,hwo,language,Africa,10.3633,12.7683
hwee1238,Hwe,,dialect,Africa,,
hwel1241,Hwela,,dialect,Africa,,
hwen1238,Hwen Gba Kon,,dialect,Africa,,
hwes1238,Hwesa,,dialect,Africa,,
hwin1238,Hwindja,,dialect,Africa,,
hyaa1239,Hya,hya,language,Africa,10.4814,13.526
hyam1245,Hyam,jab,language,Africa,9.57832,7.95163
hyam1247,Hyam Taa Ham,,dialect,Africa,,
hyil1238,Hyil Hawul,,dialect,Africa,,
iamb1238,Iambi,,dialect,Africa,,
ibaa1240,Ibaa,,dialect,Africa,,
ibaj1238,Ibaji,,dialect,Africa,,
bali1275,Ibali Teke,,dialect,Africa,,
iban1262,Ibanda,,dialect,Africa,,
iban1261,Ibani,iby,language,Africa,4.49119,7.23558
ibar1241,Ibaram,,dialect,Africa,,
ibet1238,Ibeto,,dialect,Africa,,
ibib1240,Ibibio,ibb,language,Africa,5.15279,7.86688
ibie1238,Ibiede,,dialect,Africa,,
ibil1238,Ibilo,ibi,language,Africa,7.42662,6.08384
ibin1241,Ibino,ibn,language,Africa,4.59603,8.15254
ibis1234,Ibi So,,dialect,Africa,,
ibok1234,Ibokun Sign Language,,language,Africa,7.78559,4.72799
ibot1241,Ibot Obolo,,dialect,Africa,,
ibuo1242,Ibuoro,ibr,language,Africa,5.49672,7.93108
icev1238,Iceve-Maci,bec,language,Africa,6.42426,9.50264
iche1238,Icheve,,dialect,Africa,,
icon1234,Icongo,,dialect,Africa,,
idah1238,Idah,,dialect,Africa,,
idak1244,Idakho,,dialect,Africa,,
idak1243,Idakho-Isukha-Tiriki,ida,language,Africa,0.21557,34.817
ider1238,Idere,ide,language,Africa,5.21188,8.0831
ides1238,Idesa,ids,language,Africa,7.34629,6.2929
idom1241,Idoma,idu,language,Africa,7.19139,7.71261
idom1261,Idoma Central,,dialect,Africa,,
idom1259,Idoma South,,dialect,Africa,,
idom1260,Idoma West,,dialect,Africa,,
idon1238,Idon,idc,language,Africa,10.2175,7.78151
idum1242,Idum,,dialect,Africa,,
iduw1238,Iduwini,,dialect,Africa,,
ifee1241,Ifè,ife,language,Africa,7.63568,1.58494
ifee1242,Ife (Nigeria),,dialect,Africa,,
ifun1238,Ifuna,,dialect,Africa,,
igal1242,Igala,igl,language,Africa,7.34325,7.17974
igar1238,Igara,,dialect,Africa,,
igas1238,Igasi,,dialect,Africa,,
nucl1417,Igbo,ibo,language,Africa,4.62705,7.23441
igbo1255,Igbomina,,dialect,Africa,,
igbo1257,Igbo-Ola-Oke,,dialect,Africa,,
igbo1256,Igbo-Ola-Sale,,dialect,Africa,,
igbu1241,Igbuduya,,dialect,Africa,,
igbu1242,Igburu-Usomini,,dialect,Africa,,
iged1239,Igede,ige,language,Africa,6.95522,8.27362
igem1238,Igembe,,dialect,Africa,,
igik1238,Igikiga,,dialect,Africa,,
igoo1238,Igo,ahl,language,Africa,7.25499,0.67846
igoj1238,Igoji,,dialect,Africa,,
igua1238,Iguambo,,dialect,Africa,,
igue1238,Igueben,,dialect,Africa,,
igut1238,Iguta,nar,language,Africa,9.98505,8.81708
igwe1238,Igwe,igw,language,Africa,7.10878,6.08157
igwu1238,Igwuruta,,dialect,Africa,,
igya1238,Igyang,,dialect,Africa,,
igze1238,Igzennaian,,dialect,Africa,,
ihan1234,Ihanja,,dialect,Africa,-9.10589,34.6563
ihie1238,Ihievbe,ihi,language,Africa,7.00917,6.08581
ijaz1238,Ija-Zuba,vki,language,Africa,8.97183,6.9861
ijeb1238,Ijebu,,dialect,Africa,,
ijes1238,Ijesha,,dialect,Africa,,
ijie1238,Ijiegu,,dialect,Africa,,
ikkk1242,Ik,ikx,language,Africa,3.61407,34.2507
ikaa1238,Ika,ikk,language,Africa,6.36423,6.31058
ikal1242,Ikalanga,,dialect,Africa,,
ikal1241,Ikale,,dialect,Africa,,
ikar1241,Ikaran-Ele,,dialect,Africa,,
ikar1242,Ikaran-Oke,,dialect,Africa,,
ikel1238,Ikeleve,,dialect,Africa,,
ikhi1234,Ikhin-Arokho,ikh,language,Africa,7.146202,5.936957
ikib1238,Ikibiri,,dialect,Africa,,
ikiz1238,Ikizu,ikz,language,Africa,-1.9915,34.3589
ikoo1245,Iko,iki,language,Africa,4.56197,7.9866
ikoc1234,Ikoci,,dialect,Africa,,
ikom1244,Ikom,,dialect,Africa,,
ikom1246,Ikoma,,dialect,Africa,,
ikom1245,Ikoma-Nata,ntk,language,Africa,-1.94989,34.5361
ikor1238,Ikorom,,dialect,Africa,7.06,5.09
ikot1238,Ikot Ekpene,,dialect,Africa,,
logb1245,Ikpana,lgq,language,Africa,6.92838,0.43068
ikpe1244,Ikpesa,,dialect,Africa,,
ikpe1243,Ikpeshi,ikp,language,Africa,7.04475,6.17647
ikpo1239,Ikponu,,dialect,Africa,,
ikpo1238,Ikposo,kpo,language,Africa,7.44776,0.83312
ikug1238,Iku-Gora-Ankwa,ikv,language,Africa,10.27852,7.84105
ikul1238,Ikulu,ikl,language,Africa,10.1339,7.86684
ikum1241,Ikumbure,okc,dialect,Africa,,
ikum1242,Ikumtale,,dialect,Africa,,
ikun1240,Ikun,,dialect,Africa,,
ikun1241,Ikuna,,dialect,Africa,-9.13708,34.9083
ikwe1242,Ikwere,ikw,language,Africa,5.04333,6.86651
ikwe1241,Ikweri,,dialect,Africa,,
ikwo1238,Ikwo,iqw,dialect,Africa,,
ilaa1246,Ila,ilb,language,Africa,-15.60807,26.45548
ilaf1238,Ilafuri,,dialect,Africa,,
ilaj1238,Ilaje,,dialect,Africa,,
ilaa1245,Ila (Yoruba),,dialect,Africa,,
ilik1238,Iliku,,dialect,Africa,,
ilit1242,Ilit,,dialect,Africa,,
illo1238,Illo,,dialect,Africa,,
ilod1238,Ilodji,,dialect,Africa,,
iloo1238,Iloodokilani,,dialect,Africa,,
ilue1241,Ilue,ilv,language,Africa,4.78618,8.25236
ilwa1237,Ilwana,mlk,language,Africa,-0.66322,39.793
imba1239,Imbana,,dialect,Africa,,
imen1238,Imenti,,dialect,Africa,,
imer1236,Imeraguen,ime,language,Africa,18.37331,-16.34726
imil1242,Imilangu,,dialect,Africa,,
imiv1238,Imiv,,dialect,Africa,,
imog1238,Imoga,,dialect,Africa,,
imon1244,Imona,,dialect,Africa,,
imot1234,Imotong,imt,dialect,Africa,,
bonj1234,Impfondo,bok,language,Africa,2.39823,17.6298
inde1240,Indenie,,dialect,Africa,,
indr1247,Indri,idr,language,Africa,8.81513,25.9848
ined1238,Inedua,,dialect,Africa,,
inet1238,Ineta,,dialect,Africa,,
inge1234,Ingelsi,,dialect,Africa,,
inja1238,Inja,,dialect,Africa,,
inor1240,Inor,,dialect,Africa,,
inor1238,Inoric,ior,language,Africa,7.94883,37.7968
inte1257,Interior Makwe,,dialect,Africa,,
inya1238,Inyanga,,dialect,Africa,,
ioul1238,Ioullemmeden,,dialect,Africa,,
ipoo1238,Ipo,,dialect,Africa,,
ipul1238,Ipulo-Olulu,ass,language,Africa,6.2918,9.64676
ipus1234,Ipusu,,dialect,Africa,,
iraq1241,Iraqw,irk,language,Africa,-4.19948,35.2939
bwir1238,Iregi,,dialect,Africa,,
irel1234,Ireli,,dialect,Africa,,
irii1238,Iri,,dialect,Africa,,
irig1241,Irigwe,iri,language,Africa,9.85197,8.6525
irob1238,Irob,,dialect,Africa,,
iroo1238,Iroole,,dialect,Africa,,
irri1238,Irri,,dialect,Africa,,
irru1238,Irruan,,dialect,Africa,,
irua1238,Iruan,,dialect,Africa,,
obee1238,Irungene,,dialect,Africa,,
isal1239,Isala,,dialect,Africa,,
isan1243,Isanzu,isn,language,Africa,-3.99991,34.846
isek1239,Isekiri,its,language,Africa,5.81898,5.5862
isse1238,Isenye,,language,Africa,-2.019886,34.413574
ishe1239,Ishe,,dialect,Africa,,
tsim1256,Isimjeega,,dialect,Africa,,
isim1234,Isimjeega-Rootigaanga,,language,Africa,-3.423772,35.42881
isin1240,Isindzundza,,dialect,Africa,,
isio1238,Isiokpo,,dialect,Africa,,
isok1239,Isoko,iso,language,Africa,5.52889,6.24682
isop1238,Isopo,,dialect,Africa,,
isuf1235,Isu (Fako Division),szv,language,Africa,3.96758,9.36535
isuk1238,Isukha,,dialect,Africa,,
isum1240,Isu (Menchum Division),isu,language,Africa,6.63731,9.96577
itak1238,Itak,,dialect,Africa,,
itam1234,Itambo,,dialect,Africa,-9.36073,35.32647
itar1242,Itarok,,dialect,Africa,,
itar1241,Itarok Oga Asa,,dialect,Africa,,
iteb1238,Itebiege,,dialect,Africa,,
itee1238,Iteeji,,dialect,Africa,,
itip1234,Itipula,,dialect,Africa,-9.34988,35.21523
itir1238,Itiri,,dialect,Africa,,
itoo1242,Ito,itw,language,Africa,5.14438,8.04626
itob1234,Ito (Boma Yumu),,dialect,Africa,,
itoo1241,Ito (Igede),,dialect,Africa,,
iton1252,Iton Ekwe,,dialect,Africa,,
iton1251,Iton Ngke,,dialect,Africa,,
itum1246,Itumba,,dialect,Africa,,
itum1245,Itu Mbon Uzo,itm,language,Africa,5.52679,7.80378
itur1238,Ituri Kingwana,,dialect,Africa,,
iule1238,Iuleha,,dialect,Africa,,
ivbi1242,Ivbie North,,dialect,Africa,,
ivbi1241,Ivbie North-Okpela-Arhe,atg,language,Africa,7.15307,6.21209
ivhi1241,Ivhiadaobi,,dialect,Africa,,
ivhi1242,Ivhimion,,dialect,Africa,,
iwaa1242,Iwa,,dialect,Africa,,
iwii1238,Iwi,,dialect,Africa,,
iwir1238,Iwire,,dialect,Africa,,
iwor1239,Iworro,,dialect,Africa,,
iwoy1234,Iwoyo,,dialect,Africa,,
iyan1238,Iyani,,dialect,Africa,,
iyas1238,Iyasa,,dialect,Africa,,
iyay1238,Iyayu,iya,language,Africa,7.30076,5.84326
iyed1242,Iyede,,dialect,Africa,,
iyed1241,Iyede-Ami,,dialect,Africa,,
iyiv1238,Iyive,uiv,language,Africa,6.50437,9.53302
iyok1238,Iyoko,,dialect,Africa,,
bakp1238,Iyongiyong,bbs,language,Africa,5.26756,8.26321
iyow1238,Iyowo,,dialect,Africa,,
izem1238,Izem,,dialect,Africa,,
izer1241,Izere,izr,language,Africa,9.5,8.7
izii1239,Izi,izz,dialect,Africa,6.33,8.0
izie1238,Izi-Ezaa-Ikwo-Mgbo,izi,language,Africa,6.31831,8.03044
izin1238,Izini,,dialect,Africa,,
izon1238,Izon,ijc,language,Africa,5.17986,5.51702
izor1238,Izora,cbo,language,Africa,10.4735,8.76468
bady1239,Jaad-Badyara,pbp,language,Africa,12.6425,-13.4759
jaal1238,Ja'ali,,dialect,Africa,,
jabo1238,Jabo,,dialect,Africa,,
jaha1245,Jahanka,jad,language,Africa,12.5863,-12.1443
jort1240,Jakattoe,jrt,language,Africa,9.065,9.361
cent2045,Jalaa,cet,language,Africa,9.59433,11.5853
jala1241,Jalalam,,dialect,Africa,,
jali1243,Jalingo,,dialect,Africa,,
saka1296,Jalking,,language,Africa,11.142643,18.139694
jalk1246,Jalkiya,,dialect,Africa,,
jalk1242,Jalkunan,bxl,language,Africa,10.5426,-5.21959
jamp1241,Jampalam,,dialect,Africa,,
jams1239,Jamsay Dogon,djm,language,Africa,14.1794,-2.57999
jana1236,Jan-Awei,,language,Africa,9.661135,11.384125
jand1249,Janda,,dialect,Africa,,
jand1247,Jander,,dialect,Africa,,
jang1259,Jango of Nassarawa Koma,,dialect,Africa,,
jang1258,Jango of Soncha,,dialect,Africa,,
janj1240,Janji,jni,language,Africa,10.1197,8.63029
jara1274,Jara,jaf,language,Africa,10.5232,11.7036
jara1277,Jara Aweer,,dialect,Africa,,
jara1263,Jarawa (Nigeria),jar,language,Africa,9.8,9.61
jara1273,Jaraw-Domo,,dialect,Africa,,
jaso1238,Jasoa,,dialect,Africa,,
jaul1239,Jaule,,dialect,Africa,,
jaya1242,Jaya,jyy,language,Africa,12.3707,17.9415
jebe1248,Jebel El Amira,,dialect,Africa,,
jebe1249,Jebel Tekeim,,dialect,Africa,,
jebl1238,Jebli,,dialect,Africa,,
